Character,Chosen Tone,Review Status,Possible Source Tones,Readings,Pingshui Rhyme Group,Rhyme Group Source,Source Row Count,Notes,Chosen Ping-Ze,Source Ping-Ze,Preliminary Source
毀,上,"=IF(B2071="""",""Needs decision"",""Ready"")",上,xjweX (B),上聲四紙,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2071="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2071)),OR(ISNUMBER(SEARCH(""上"",B2071)),ISNUMBER(SEARCH(""去"",B2071)),ISNUMBER(SEARCH(""入"",B2071)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2071)),""平"",""仄"")))","=IF(D2071="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2071)),OR(ISNUMBER(SEARCH(""上"",D2071)),ISNUMBER(SEARCH(""去"",D2071)),ISNUMBER(SEARCH(""入"",D2071)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2071)),""平"",""仄"")))",
毅,去,"=IF(B2072="""",""Needs decision"",""Ready"")",去,ngj+jH (C),去聲五未,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2072="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2072)),OR(ISNUMBER(SEARCH(""上"",B2072)),ISNUMBER(SEARCH(""去"",B2072)),ISNUMBER(SEARCH(""入"",B2072)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2072)),""平"",""仄"")))","=IF(D2072="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2072)),OR(ISNUMBER(SEARCH(""上"",D2072)),ISNUMBER(SEARCH(""去"",D2072)),ISNUMBER(SEARCH(""入"",D2072)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2072)),""平"",""仄"")))",
毋,平,"=IF(B2073="""",""Needs decision"",""Ready"")",平,mju (A),上平聲七虞,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2073="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2073)),OR(ISNUMBER(SEARCH(""上"",B2073)),ISNUMBER(SEARCH(""去"",B2073)),ISNUMBER(SEARCH(""入"",B2073)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2073)),""平"",""仄"")))","=IF(D2073="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2073)),OR(ISNUMBER(SEARCH(""上"",D2073)),ISNUMBER(SEARCH(""去"",D2073)),ISNUMBER(SEARCH(""入"",D2073)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2073)),""平"",""仄"")))",
母,上,"=IF(B2074="""",""Needs decision"",""Ready"")",上,muwX (B),上平聲七虞; 上聲二十五有,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2074="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2074)),OR(ISNUMBER(SEARCH(""上"",B2074)),ISNUMBER(SEARCH(""去"",B2074)),ISNUMBER(SEARCH(""入"",B2074)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2074)),""平"",""仄"")))","=IF(D2074="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2074)),OR(ISNUMBER(SEARCH(""上"",D2074)),ISNUMBER(SEARCH(""去"",D2074)),ISNUMBER(SEARCH(""入"",D2074)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2074)),""平"",""仄"")))",
每,上,"=IF(B2075="""",""Needs decision"",""Ready"")",上,mwojX (B),上聲七麌; 上聲十賄,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2075="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2075)),OR(ISNUMBER(SEARCH(""上"",B2075)),ISNUMBER(SEARCH(""去"",B2075)),ISNUMBER(SEARCH(""入"",B2075)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2075)),""平"",""仄"")))","=IF(D2075="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2075)),OR(ISNUMBER(SEARCH(""上"",D2075)),ISNUMBER(SEARCH(""去"",D2075)),ISNUMBER(SEARCH(""入"",D2075)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2075)),""平"",""仄"")))",
毒,入,"=IF(B2076="""",""Needs decision"",""Ready"")",入,dowk (D),入聲二沃,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2076="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2076)),OR(ISNUMBER(SEARCH(""上"",B2076)),ISNUMBER(SEARCH(""去"",B2076)),ISNUMBER(SEARCH(""入"",B2076)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2076)),""平"",""仄"")))","=IF(D2076="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2076)),OR(ISNUMBER(SEARCH(""上"",D2076)),ISNUMBER(SEARCH(""去"",D2076)),ISNUMBER(SEARCH(""入"",D2076)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2076)),""平"",""仄"")))",
毓,入,"=IF(B2077="""",""Needs decision"",""Ready"")",入,yuwk (D),入聲一屋,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2077="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2077)),OR(ISNUMBER(SEARCH(""上"",B2077)),ISNUMBER(SEARCH(""去"",B2077)),ISNUMBER(SEARCH(""入"",B2077)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2077)),""平"",""仄"")))","=IF(D2077="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2077)),OR(ISNUMBER(SEARCH(""上"",D2077)),ISNUMBER(SEARCH(""去"",D2077)),ISNUMBER(SEARCH(""入"",D2077)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2077)),""平"",""仄"")))",
比,上,"=IF(B2078="""",""Needs decision"",""Ready"")",上/去,pjijX (B); pjijH (C),上平聲四支; 上聲四紙; 去聲四寘,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B2078="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2078)),OR(ISNUMBER(SEARCH(""上"",B2078)),ISNUMBER(SEARCH(""去"",B2078)),ISNUMBER(SEARCH(""入"",B2078)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2078)),""平"",""仄"")))","=IF(D2078="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2078)),OR(ISNUMBER(SEARCH(""上"",D2078)),ISNUMBER(SEARCH(""去"",D2078)),ISNUMBER(SEARCH(""入"",D2078)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2078)),""平"",""仄"")))",
毖,去,"=IF(B2079="""",""Needs decision"",""Ready"")",去,pijH (C),去聲四寘,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2079="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2079)),OR(ISNUMBER(SEARCH(""上"",B2079)),ISNUMBER(SEARCH(""去"",B2079)),ISNUMBER(SEARCH(""入"",B2079)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2079)),""平"",""仄"")))","=IF(D2079="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2079)),OR(ISNUMBER(SEARCH(""上"",D2079)),ISNUMBER(SEARCH(""去"",D2079)),ISNUMBER(SEARCH(""入"",D2079)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2079)),""平"",""仄"")))",
毗,平,"=IF(B2080="""",""Needs decision"",""Ready"")",平,bjij (A),上平聲四支,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2080="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2080)),OR(ISNUMBER(SEARCH(""上"",B2080)),ISNUMBER(SEARCH(""去"",B2080)),ISNUMBER(SEARCH(""入"",B2080)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2080)),""平"",""仄"")))","=IF(D2080="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2080)),OR(ISNUMBER(SEARCH(""上"",D2080)),ISNUMBER(SEARCH(""去"",D2080)),ISNUMBER(SEARCH(""入"",D2080)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2080)),""平"",""仄"")))",
毛,平,"=IF(B2081="""",""Needs decision"",""Ready"")",平,maw (A),下平聲四豪,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2081="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2081)),OR(ISNUMBER(SEARCH(""上"",B2081)),ISNUMBER(SEARCH(""去"",B2081)),ISNUMBER(SEARCH(""入"",B2081)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2081)),""平"",""仄"")))","=IF(D2081="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2081)),OR(ISNUMBER(SEARCH(""上"",D2081)),ISNUMBER(SEARCH(""去"",D2081)),ISNUMBER(SEARCH(""入"",D2081)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2081)),""平"",""仄"")))",
毫,平,"=IF(B2082="""",""Needs decision"",""Ready"")",平,haw (A),下平聲四豪,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2082="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2082)),OR(ISNUMBER(SEARCH(""上"",B2082)),ISNUMBER(SEARCH(""去"",B2082)),ISNUMBER(SEARCH(""入"",B2082)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2082)),""平"",""仄"")))","=IF(D2082="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2082)),OR(ISNUMBER(SEARCH(""上"",D2082)),ISNUMBER(SEARCH(""去"",D2082)),ISNUMBER(SEARCH(""入"",D2082)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2082)),""平"",""仄"")))",
毳,去,"=IF(B2083="""",""Needs decision"",""Ready"")",去,tshjwejH (C); tsrhjwejH (C),去聲八霽,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B2083="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2083)),OR(ISNUMBER(SEARCH(""上"",B2083)),ISNUMBER(SEARCH(""去"",B2083)),ISNUMBER(SEARCH(""入"",B2083)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2083)),""平"",""仄"")))","=IF(D2083="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2083)),OR(ISNUMBER(SEARCH(""上"",D2083)),ISNUMBER(SEARCH(""去"",D2083)),ISNUMBER(SEARCH(""入"",D2083)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2083)),""平"",""仄"")))",
氈,平,"=IF(B2084="""",""Needs decision"",""Ready"")",平,tsyen (A),下平聲一先,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2084="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2084)),OR(ISNUMBER(SEARCH(""上"",B2084)),ISNUMBER(SEARCH(""去"",B2084)),ISNUMBER(SEARCH(""入"",B2084)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2084)),""平"",""仄"")))","=IF(D2084="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2084)),OR(ISNUMBER(SEARCH(""上"",D2084)),ISNUMBER(SEARCH(""去"",D2084)),ISNUMBER(SEARCH(""入"",D2084)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2084)),""平"",""仄"")))",
氏,上,"=IF(B2085="""",""Needs decision"",""Ready"")",上,dzyeX (B),上平聲四支; 上聲四紙,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2085="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2085)),OR(ISNUMBER(SEARCH(""上"",B2085)),ISNUMBER(SEARCH(""去"",B2085)),ISNUMBER(SEARCH(""入"",B2085)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2085)),""平"",""仄"")))","=IF(D2085="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2085)),OR(ISNUMBER(SEARCH(""上"",D2085)),ISNUMBER(SEARCH(""去"",D2085)),ISNUMBER(SEARCH(""入"",D2085)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2085)),""平"",""仄"")))",
氐,,"=IF(B2086="""",""Needs decision"",""Ready"")",平/上,tej (A); tejX (B),上平聲八齊,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B2086="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2086)),OR(ISNUMBER(SEARCH(""上"",B2086)),ISNUMBER(SEARCH(""去"",B2086)),ISNUMBER(SEARCH(""入"",B2086)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2086)),""平"",""仄"")))","=IF(D2086="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2086)),OR(ISNUMBER(SEARCH(""上"",D2086)),ISNUMBER(SEARCH(""去"",D2086)),ISNUMBER(SEARCH(""入"",D2086)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2086)),""平"",""仄"")))",
民,平,"=IF(B2087="""",""Needs decision"",""Ready"")",平,mjin (A),上平聲十一真,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2087="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2087)),OR(ISNUMBER(SEARCH(""上"",B2087)),ISNUMBER(SEARCH(""去"",B2087)),ISNUMBER(SEARCH(""入"",B2087)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2087)),""平"",""仄"")))","=IF(D2087="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2087)),OR(ISNUMBER(SEARCH(""上"",D2087)),ISNUMBER(SEARCH(""去"",D2087)),ISNUMBER(SEARCH(""入"",D2087)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2087)),""平"",""仄"")))",
氓,平,"=IF(B2088="""",""Needs decision"",""Ready"")",平,meang (A),下平聲八庚,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2088="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2088)),OR(ISNUMBER(SEARCH(""上"",B2088)),ISNUMBER(SEARCH(""去"",B2088)),ISNUMBER(SEARCH(""入"",B2088)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2088)),""平"",""仄"")))","=IF(D2088="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2088)),OR(ISNUMBER(SEARCH(""上"",D2088)),ISNUMBER(SEARCH(""去"",D2088)),ISNUMBER(SEARCH(""入"",D2088)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2088)),""平"",""仄"")))",
气,去,"=IF(B2089="""",""Needs decision"",""Ready"")",去,khj+jH (C),,,1,,"=IF(B2089="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2089)),OR(ISNUMBER(SEARCH(""上"",B2089)),ISNUMBER(SEARCH(""去"",B2089)),ISNUMBER(SEARCH(""入"",B2089)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2089)),""平"",""仄"")))","=IF(D2089="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2089)),OR(ISNUMBER(SEARCH(""上"",D2089)),ISNUMBER(SEARCH(""去"",D2089)),ISNUMBER(SEARCH(""入"",D2089)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2089)),""平"",""仄"")))",
氛,平,"=IF(B2090="""",""Needs decision"",""Ready"")",平,bjun [並三C文平] bɨ̯un; phjun [滂三C文平] pʰɨ̯un,上平聲十二文,"Pingshui main list, Wikisource-derived DOCX",2,Targeted preliminary fill from Xun Gong; review if uncertain,"=IF(B2090="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2090)),OR(ISNUMBER(SEARCH(""上"",B2090)),ISNUMBER(SEARCH(""去"",B2090)),ISNUMBER(SEARCH(""入"",B2090)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2090)),""平"",""仄"")))","=IF(D2090="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2090)),OR(ISNUMBER(SEARCH(""上"",D2090)),ISNUMBER(SEARCH(""去"",D2090)),ISNUMBER(SEARCH(""入"",D2090)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2090)),""平"",""仄"")))",Xun Gong character-readings.csv
氣,去,"=IF(B2091="""",""Needs decision"",""Ready"")",去,khj+jH (C); xj+jH (C),去聲五未,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B2091="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2091)),OR(ISNUMBER(SEARCH(""上"",B2091)),ISNUMBER(SEARCH(""去"",B2091)),ISNUMBER(SEARCH(""入"",B2091)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2091)),""平"",""仄"")))","=IF(D2091="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2091)),OR(ISNUMBER(SEARCH(""上"",D2091)),ISNUMBER(SEARCH(""去"",D2091)),ISNUMBER(SEARCH(""入"",D2091)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2091)),""平"",""仄"")))",
氳,平,"=IF(B2092="""",""Needs decision"",""Ready"")",平,'jun [影合三C文平] ʔɨ̯un,,,1,Targeted preliminary fill from Xun Gong; review if uncertain,"=IF(B2092="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2092)),OR(ISNUMBER(SEARCH(""上"",B2092)),ISNUMBER(SEARCH(""去"",B2092)),ISNUMBER(SEARCH(""入"",B2092)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2092)),""平"",""仄"")))","=IF(D2092="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2092)),OR(ISNUMBER(SEARCH(""上"",D2092)),ISNUMBER(SEARCH(""去"",D2092)),ISNUMBER(SEARCH(""入"",D2092)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2092)),""平"",""仄"")))",Xun Gong character-readings.csv
水,上,"=IF(B2093="""",""Needs decision"",""Ready"")",上,sywijX (B),上聲四紙,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2093="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2093)),OR(ISNUMBER(SEARCH(""上"",B2093)),ISNUMBER(SEARCH(""去"",B2093)),ISNUMBER(SEARCH(""入"",B2093)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2093)),""平"",""仄"")))","=IF(D2093="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2093)),OR(ISNUMBER(SEARCH(""上"",D2093)),ISNUMBER(SEARCH(""去"",D2093)),ISNUMBER(SEARCH(""入"",D2093)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2093)),""平"",""仄"")))",
氷,平,"=IF(B2094="""",""Needs decision"",""Ready"")",平,ping [幫三B蒸平] pɨŋ,,,1,Targeted preliminary fill from Xun Gong; review if uncertain (looked up under 冰),"=IF(B2094="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2094)),OR(ISNUMBER(SEARCH(""上"",B2094)),ISNUMBER(SEARCH(""去"",B2094)),ISNUMBER(SEARCH(""入"",B2094)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2094)),""平"",""仄"")))","=IF(D2094="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2094)),OR(ISNUMBER(SEARCH(""上"",D2094)),ISNUMBER(SEARCH(""去"",D2094)),ISNUMBER(SEARCH(""入"",D2094)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2094)),""平"",""仄"")))",Xun Gong character-readings.csv
永,上,"=IF(B2095="""",""Needs decision"",""Ready"")",上,hjwaengX (B),上聲二十三梗,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2095="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2095)),OR(ISNUMBER(SEARCH(""上"",B2095)),ISNUMBER(SEARCH(""去"",B2095)),ISNUMBER(SEARCH(""入"",B2095)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2095)),""平"",""仄"")))","=IF(D2095="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2095)),OR(ISNUMBER(SEARCH(""上"",D2095)),ISNUMBER(SEARCH(""去"",D2095)),ISNUMBER(SEARCH(""入"",D2095)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2095)),""平"",""仄"")))",
氾,去,"=IF(B2096="""",""Needs decision"",""Ready"")",去,,,,,Manual user correction/addition,"=IF(B2096="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2096)),OR(ISNUMBER(SEARCH(""上"",B2096)),ISNUMBER(SEARCH(""去"",B2096)),ISNUMBER(SEARCH(""入"",B2096)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2096)),""平"",""仄"")))","=IF(D2096="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2096)),OR(ISNUMBER(SEARCH(""上"",D2096)),ISNUMBER(SEARCH(""去"",D2096)),ISNUMBER(SEARCH(""入"",D2096)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2096)),""平"",""仄"")))",manual user correction
汀,平,"=IF(B2097="""",""Needs decision"",""Ready"")",平,theng (A),下平聲九青,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2097="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2097)),OR(ISNUMBER(SEARCH(""上"",B2097)),ISNUMBER(SEARCH(""去"",B2097)),ISNUMBER(SEARCH(""入"",B2097)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2097)),""平"",""仄"")))","=IF(D2097="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2097)),OR(ISNUMBER(SEARCH(""上"",D2097)),ISNUMBER(SEARCH(""去"",D2097)),ISNUMBER(SEARCH(""入"",D2097)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2097)),""平"",""仄"")))",
汁,入,"=IF(B2098="""",""Needs decision"",""Ready"")",入,tsyip (D),入聲十四緝,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2098="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2098)),OR(ISNUMBER(SEARCH(""上"",B2098)),ISNUMBER(SEARCH(""去"",B2098)),ISNUMBER(SEARCH(""入"",B2098)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2098)),""平"",""仄"")))","=IF(D2098="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2098)),OR(ISNUMBER(SEARCH(""上"",D2098)),ISNUMBER(SEARCH(""去"",D2098)),ISNUMBER(SEARCH(""入"",D2098)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2098)),""平"",""仄"")))",
求,平,"=IF(B2099="""",""Needs decision"",""Ready"")",平,gjuw (A),下平聲十一尤,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2099="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2099)),OR(ISNUMBER(SEARCH(""上"",B2099)),ISNUMBER(SEARCH(""去"",B2099)),ISNUMBER(SEARCH(""入"",B2099)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2099)),""平"",""仄"")))","=IF(D2099="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2099)),OR(ISNUMBER(SEARCH(""上"",D2099)),ISNUMBER(SEARCH(""去"",D2099)),ISNUMBER(SEARCH(""入"",D2099)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2099)),""平"",""仄"")))",
汎,去,"=IF(B2100="""",""Needs decision"",""Ready"")",平/去,bjuwng (A),上平聲一東; 去聲十二震; 去聲三十陷,"Pingshui main list, Wikisource-derived DOCX",1,User correction 2026-09-08,"=IF(B2100="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2100)),OR(ISNUMBER(SEARCH(""上"",B2100)),ISNUMBER(SEARCH(""去"",B2100)),ISNUMBER(SEARCH(""入"",B2100)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2100)),""平"",""仄"")))","=IF(D2100="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2100)),OR(ISNUMBER(SEARCH(""上"",D2100)),ISNUMBER(SEARCH(""去"",D2100)),ISNUMBER(SEARCH(""入"",D2100)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2100)),""平"",""仄"")))",
汗,去,"=IF(B2101="""",""Needs decision"",""Ready"")",去,hanH (C),上平聲十四寒; 去聲十五翰,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2101="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2101)),OR(ISNUMBER(SEARCH(""上"",B2101)),ISNUMBER(SEARCH(""去"",B2101)),ISNUMBER(SEARCH(""入"",B2101)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2101)),""平"",""仄"")))","=IF(D2101="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2101)),OR(ISNUMBER(SEARCH(""上"",D2101)),ISNUMBER(SEARCH(""去"",D2101)),ISNUMBER(SEARCH(""入"",D2101)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2101)),""平"",""仄"")))",
汙,平,"=IF(B2102="""",""Needs decision"",""Ready"")",平,'wae (A),下平聲六麻; 去聲七遇,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2102="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2102)),OR(ISNUMBER(SEARCH(""上"",B2102)),ISNUMBER(SEARCH(""去"",B2102)),ISNUMBER(SEARCH(""入"",B2102)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2102)),""平"",""仄"")))","=IF(D2102="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2102)),OR(ISNUMBER(SEARCH(""上"",D2102)),ISNUMBER(SEARCH(""去"",D2102)),ISNUMBER(SEARCH(""入"",D2102)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2102)),""平"",""仄"")))",
汝,上,"=IF(B2103="""",""Needs decision"",""Ready"")",上,nyoX (B),上聲六語,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2103="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2103)),OR(ISNUMBER(SEARCH(""上"",B2103)),ISNUMBER(SEARCH(""去"",B2103)),ISNUMBER(SEARCH(""入"",B2103)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2103)),""平"",""仄"")))","=IF(D2103="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2103)),OR(ISNUMBER(SEARCH(""上"",D2103)),ISNUMBER(SEARCH(""去"",D2103)),ISNUMBER(SEARCH(""入"",D2103)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2103)),""平"",""仄"")))",
江,平,"=IF(B2104="""",""Needs decision"",""Ready"")",平,kaewng (A),上平聲三江,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B2104="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B2104)),OR(ISNUMBER(SEARCH(""上"",B2104)),ISNUMBER(SEARCH(""去"",B2104)),ISNUMBER(SEARCH(""入"",B2104)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B2104)),""平"",""仄"")))","=IF(D2104="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D2104)),OR(ISNUMBER(SEARCH(""上"",D2104)),ISNUMBER(SEARCH(""去"",D2104)),ISNUMBER(SEARCH(""入"",D2104)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D2104)),""平"",""仄"")))",
